"","appid","name","developer","publisher","price","year","duenos_promedio","rating_neto","rating_perc","Action","Free to Play","Strategy","Adventure","Indie","RPG","Casual","Simulation","Racing","Violent","Massively Multiplayer","Nudity","Sports","Early Access","Gore","Sexual Content"
"1",10,"Counter-Strike","Valve","Valve",7801,2000,1.5e+07,121195,0.973888154653445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",20,"Team Fortress Classic","Valve","Valve",4329,1999,7500000,2685,0.839787395596052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",30,"Day of Defeat","Valve","Valve",4329,2003,7500000,3018,0.895647614053487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",40,"Deathmatch Classic","Valve","Valve",4329,2001,7500000,1006,0.826623376623377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",50,"Half-Life: Opposing Force","Gearbox Software","Valve",4329,1999,7500000,4962,0.947995666305525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",60,"Ricochet","Valve","Valve",4329,2000,7500000,2074,0.801278326554329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",70,"Half-Life","Valve","Valve",7801,1998,7500000,26655,0.96187835730376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",80,"Counter-Strike: Condition Zero","Valve","Valve",7801,2004,1.5e+07,10681,0.893871229441699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",130,"Half-Life: Blue Shift","Gearbox Software","Valve",4329,2001,7500000,3402,0.900990099009901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",220,"Half-Life 2","Valve","Valve",7801,2004,1.5e+07,65483,0.965600602949332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",240,"Counter-Strike: Source","Valve","Valve",7801,2004,1.5e+07,73143,0.95636222968167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",280,"Half-Life: Source","Valve","Valve",0,2004,3500000,2714,0.781535269709544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",300,"Day of Defeat: Source","Valve","Valve",7801,2010,7500000,9279,0.896572356611676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",320,"Half-Life 2: Deathmatch","Valve","Valve",4329,2004,1.5e+07,5233,0.88438372263846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",340,"Half-Life 2: Lost Coast","Valve","Valve",0,2005,1.5e+07,4763,0.850066147287961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",360,"Half-Life Deathmatch: Source","Valve","Valve",0,2006,7500000,889,0.742234332425068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",380,"Half-Life 2: Episode One","Valve","Valve",6282,2006,7500000,7391,0.938635014836795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",400,"Portal","Valve","Valve",7801,2007,1.5e+07,50721,0.97957678561298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",420,"Half-Life 2: Episode Two","Valve","Valve",6282,2007,7500000,13206,0.952322235922729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",440,"Team Fortress 2","Valve","Valve",0,2007,3.5e+07,481843,0.938106798323377,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",500,"Left 4 Dead","Valve","Valve",7801,2008,7500000,17003,0.949838615799778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",550,"Left 4 Dead 2","Valve","Valve",7801,2009,1.5e+07,243371,0.96764883342877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",570,"Dota 2","Valve","Valve",0,2013,1.5e+08,721428,0.858710244573811,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",620,"Portal 2","Valve","Valve",7801,2011,1.5e+07,136329,0.986503557893385,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"25",630,"Alien Swarm","Valve","Valve",0,2010,3500000,16494,0.948791902481498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",730,"Counter-Strike: Global Offensive","Valve;Hidden Path Entertainment","Valve",0,2012,7.5e+07,2242091,0.867951962719215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1002,"Rag Doll Kung Fu","Mark Healey","Mark Healey",6499,2005,35000,23,0.701754385964912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"28",1200,"Red Orchestra: Ostfront 41-45","Tripwire Interactive","Tripwire Interactive",4329,2006,750000,1339,0.875070028011204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",1250,"Killing Floor","Tripwire Interactive","Tripwire Interactive",16264,2009,3500000,51061,0.952997746588832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",1300,"SiN Episodes: Emergence","Ritual Entertainment","Ritual Entertainment",7801,2006,150000,407,0.88468809073724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",1500,"Darwinia","Introversion Software","Introversion Software",7801,2005,750000,314,0.749206349206349,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"32",1510,"Uplink","Introversion Software","Introversion Software",7584,2006,750000,1450,0.913340935005701,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"33",1520,"DEFCON","Introversion Software","Introversion Software",7801,2006,750000,1713,0.856726364014994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"34",1530,"Multiwinia","Introversion Software","Introversion Software",7801,2008,750000,293,0.830699774266366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"35",1600,"Dangerous Waters","Sonalysts","Strategy First",24944,2006,75000,96,0.760869565217391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1610,"Space Empires IV Deluxe","Malfador Machinations","Strategy First",7584,2006,75000,86,0.811594202898551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",1630,"Disciples II: Rise of the Elves ","Strategy First","Strategy First",5414,2006,150000,343,0.806797853309481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",1640,"Disciples II: Gallean's Return","Strategy First","Strategy First",5414,2006,150000,338,0.763239875389408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1670,"Iron Warriors: T - 72 Tank Command ","Strategy First","Strategy First",4329,2006,35000,35,0.573221757322176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1690,"Space Empires V","Malfador Machinations","Strategy First",11924,2006,75000,106,0.692028985507246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",1700,"Arx Fatalis","Arkane Studios","Arkane Studios",3244,2007,150000,565,0.863577863577864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"42",1900,"Earth 2160","Reality Pump Studios","Topware Interactive;ACE",4329,2006,1500000,260,0.676630434782609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",1930,"Two Worlds Epic Edition","Reality Pump Studios","Topware Interactive",7584,2009,1500000,1601,0.715710051199138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"44",2100,"Dark Messiah of Might & Magic","Arkane Studios","Ubisoft",4655,2006,1500000,4070,0.932794555508294,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"45",2200,"Quake III Arena","id Software","id Software",14094,2007,350000,1296,0.953781512605042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2210,"Quake IV","RavenSoft / id Software","Bethesda Softworks",14094,2011,350000,720,0.838983050847458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2270,"Wolfenstein 3D","id Software","Bethesda-Softworks",3244,2007,350000,1686,0.953225806451613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2280,"Ultimate Doom","id Software","id Software",4329,2007,750000,3448,0.935133770822817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2290,"Final DOOM","id Software","id Software",4329,2007,350000,491,0.874809160305344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2300,"DOOM II","id Software","id Software",4329,2007,750000,2335,0.932567617636162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2310,"QUAKE","id Software","id Software",4329,2007,350000,2482,0.950617283950617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2320,"QUAKE II","id Software","id Software",4329,2007,350000,1262,0.927506775067751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2330,"QUAKE II Mission Pack: The Reckoning","Xatrix Entertainment","id Software",2702,2007,350000,53,0.844155844155844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2340,"QUAKE II Mission Pack: Ground Zero","Rogue Entertainment","id Software",2702,2007,350000,21,0.620689655172414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2350,"QUAKE III: Team Arena","id Software","id Software",14094,2007,350000,77,0.776978417266187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2360,"HeXen: Beyond Heretic","Raven Software","id Software",3244,2007,350000,223,0.905454545454545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2370,"HeXen: Deathkings of the Dark Citadel","Raven Software","id Software",3244,2007,150000,37,0.74025974025974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2390,"Heretic: Shadow of the Serpent Riders","Raven Software","id Software",3244,2007,350000,388,0.934977578475336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2400,"The Ship: Murder Party","Outerlight Ltd.","Blazing Griffin Ltd.",0,2006,1500000,4027,0.858848690073071,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"60",2450,"Bloody Good Time","Outerlight Ltd.","Ubisoft",4655,2010,150000,458,0.764434180138568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",2500,"Shadowgrounds","Frozenbyte","Frozenbyte",4329,2006,750000,725,0.796887796887797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",2520,"Gumboy - Crazy Adventures™","CINEMAX, s.r.o.","CINEMAX, s.r.o.",0,2006,75000,6,0.530612244897959,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"63",2590,"Alpha Prime","Black Element","Bohemia Interactive",3244,2007,350000,87,0.538393645189762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",2600,"Vampire: The Masquerade - Bloodlines","Troika Games","Activision",16264,2007,750000,5799,0.944504062547907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",2610,"GUN™","Neversoft","Activision",10839,2006,75000,653,0.894800483675937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",2620,"Call of Duty®","Infinity Ward","Activision",16264,2006,350000,1438,0.930023923444976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",2630,"Call of Duty® 2","Infinity Ward;Aspyr (Mac)","Activision;Aspyr (Mac)",16264,2006,350000,2198,0.911610486891386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2640,"Call of Duty: United Offensive","Gray Matter Studios","Activision",16264,2006,350000,393,0.834752981260647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",2710,"Act of War: Direct Action","Eugen Systems","THQ Nordic",2159,2008,35000,147,0.845070422535211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",2720,"ThreadSpace: Hyperbol","Iocaine Studios","Atari",4329,2007,35000,22,0.775,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"71",2780,"ARMA: Combat Operations","Bohemia Interactive","Bohemia Interactive",6499,2008,35000,68,0.653153153153153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",2800,"X2: The Threat","Egosoft","Egosoft",5414,2006,350000,162,0.809160305343511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2810,"X3: Reunion","Egosoft","Egosoft",10839,2006,350000,169,0.713924050632911,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",2820,"X3: Terran Conflict","Egosoft","Egosoft",17349,2008,750000,1361,0.857217847769029,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"75",2840,"X: Beyond the Frontier","Egosoft","Egosoft",3787,2010,350000,94,0.747368421052632,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"76",2850,"X: Tension","Egosoft","Egosoft",3787,2010,35000,39,0.76,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"77",2870,"X Rebirth","Egosoft","Egosoft",27114,2013,350000,-1200,0.412587412587413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"78",2900,"688(I) Hunter/Killer","Sonalysts","Strategy First",24944,2006,35000,35,0.753623188405797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",2910,"Fleet Command","Sonalysts","Strategy First",24944,2006,75000,96,0.80379746835443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",2920,"Sub Command","Sonalysts","Strategy First",24944,2006,35000,19,0.702127659574468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",2990,"FlatOut 2™","Bugbear Entertainment","Strategy First",6499,2006,750000,5095,0.940667704549386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"82",3010,"Xpand Rally","Techland","Techland",4329,2006,35000,100,0.780898876404494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"83",3020,"Call of Juarez™","Techland","Techland Publishing",9320,2007,150000,595,0.800201816347124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",3050,"Xpand Rally Xtreme","Techland","Techland",4329,2008,35000,35,0.663551401869159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"85",3130,"Men of War: Red Tide","1C Entertainment","1C Entertainment;1C-SoftClub",4329,2009,350000,225,0.809917355371901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",3170,"King's Bounty: Armored Princess","Katauri Interactive","1C Entertainment",8669,2009,350000,429,0.900934579439252,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"87",3230,"Genesis Rising","Metamorf","THQ Nordic",4872,2007,35000,-64,0.241935483870968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",3260,"Safecracker: The Ultimate Puzzle Adventure","Kheops Studio","HandyGames",4872,2007,75000,84,0.598130841121495,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"89",3270,"Painkiller Overdose","Mindware Studios","THQ Nordic",4872,2007,350000,292,0.757950530035336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",3330,"Zuma Deluxe","PopCap Games, Inc.","PopCap Games, Inc.",4611,2006,150000,400,0.921940928270042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"91",3410,"Heavy Weapon Deluxe","PopCap Games, Inc.","PopCap Games, Inc.",4611,2006,35000,43,0.717171717171717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"92",3480,"Peggle Deluxe","PopCap Games, Inc.","PopCap Games, Inc.",4611,2007,350000,1040,0.943686006825939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"93",3483,"Peggle Extreme","PopCap Games, Inc.","PopCap Games, Inc.",0,2007,350000,649,0.924183006535948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"94",3490,"Venice Deluxe","Retro64, Inc.","PopCap Games, Inc.",4611,2007,35000,8,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"95",3500,"Mystery P.I.™ - The Lottery Ticket","SpinTop Games","PopCap Games, Inc.",4611,2007,35000,7,0.769230769230769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"96",3510,"Amazing Adventures The Lost Tomb™","SpinTop Games","PopCap Games, Inc.",4611,2007,35000,13,0.724137931034483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"97",3520,"Mystery P.I.™ - The Vegas Heist","SpinTop Games","PopCap Games, Inc.",4611,2008,35000,6,0.6875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"98",3530,"Amazing Adventures Around the World","SpinTop Games","PopCap Games, Inc.",4611,2009,35000,16,0.766666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"99",3540,"Peggle™ Nights","PopCap Games, Inc.","PopCap Games, Inc.",4611,2008,350000,344,0.938775510204082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"100",3560,"Bejeweled Twist","PopCap Games, Inc.","PopCap Games, Inc.",4611,2008,35000,80,0.844827586206897,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"101",3570,"Mystery P.I.™ - The New York Fortune","SpinTop Games","PopCap Games, Inc.",4611,2009,35000,3,0.615384615384615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"102",3580,"The Wizard's Pen™","PopCap Games, Inc.","PopCap Games, Inc.",4611,2009,35000,12,0.833333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"103",3590,"Plants vs. Zombies GOTY Edition","PopCap Games, Inc.","PopCap Games, Inc.",4611,2009,1500000,14176,0.969901882789711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",3600,"Escape Rosecliff Island","SpinTop Games","PopCap Games, Inc.",4611,2009,75000,40,0.62987012987013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105",3610,"Mystery P.I. - Lost in Los Angeles","SpinTop Games","PopCap Games, Inc.",4611,2009,35000,5,0.727272727272727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"106",3620,"Zuma's Revenge!","PopCap Games, Inc.","PopCap Games, Inc.",4611,2009,150000,407,0.939524838012959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"107",3700,"Sniper Elite","Rebellion","Rebellion",6065,2009,750000,804,0.758023106546855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",3710,"Judge Dredd: Dredd vs. Death","Rebellion","Rebellion",6065,2009,75000,480,0.876175548589342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",3720,"Evil Genius","Elixir Studios","Rebellion",7584,2009,350000,1752,0.951081359423275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",3730,"Aliens versus Predator Classic 2000","Rebellion","Rebellion",4329,2010,350000,1215,0.867513611615245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",3800,"Advent Rising","GlyphX Games","Majesco Entertainment",7801,2006,75000,189,0.785498489425982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",3810,"BloodRayne","Terminal Reality","Majesco Entertainment",7584,2006,75000,259,0.77035490605428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",3820,"BloodRayne 2","Terminal Reality","Majesco Entertainment",7584,2006,75000,156,0.715469613259669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",3830,"Psychonauts","Double Fine Productions","Double Fine Productions",7584,2006,3500000,7748,0.947344110854503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",3900,"Sid Meier's Civilization® IV","Firaxis Games","2K",10839,2006,1500000,1265,0.915298752462246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",3910,"Sid Meier's Civilization® III Complete","Firaxis Games","2K",3244,2006,3500000,2173,0.864230640295005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",3920,"Sid Meier's Pirates!","Firaxis Games","2K",6499,2005,750000,2448,0.931898376852505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"118",3960,"Shattered Union","PopTop","2K",3244,2006,35000,-10,0.443181818181818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",3980,"CivCity: Rome","FireFly Studios;Firaxis Games","2K",6499,2007,75000,119,0.738955823293173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",3990,"Civilization IV®: Warlords","Firaxis Games","2K",3244,2007,1500000,101,0.858156028368794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",4000,"Garry's Mod","Facepunch Studios","Valve",7584,2006,1.5e+07,347288,0.956772781556948,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"122",4100,"Poker Superstars II","Funkitron","Funkitron",6499,2006,10000,-1,0.444444444444444,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"123",4230,"RACE - The WTCC Game","SimBin","SimBin",28199,2006,350000,76,0.734567901234568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"124",4290,"RACE: Caterham Expansion","SimBin","SimBin",4329,2007,10000,2,0.666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"125",4300,"RoboBlitz","Naked Sky Entertainment","Naked Sky Entertainment",6499,2006,35000,29,0.754385964912281,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"126",4420,"Silverfall","Monte Cristo","Focus Home Interactive",8669,2007,35000,21,0.612903225806452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"127",4460,"City Life 2008","Monte Cristo","Focus Home Interactive",7584,2008,35000,36,0.652542372881356,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"128",4470,"Silverfall: Earth Awakening","Monte Cristo","Focus Home Interactive",8669,2008,35000,14,0.645833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"129",4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl","GSC Game World","GSC Game World",10839,2007,1500000,10469,0.950900163666121,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"130",4520,"Full Spectrum Warrior","Pandemic Studios","THQ Nordic",8669,2007,150000,46,0.63855421686747,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",4530,"Full Spectrum Warrior: Ten Hammers","Pandemic Studios","THQ Nordic",5414,2007,150000,38,0.666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",4560,"Company of Heroes - Legacy Edition","Relic Entertainment","SEGA",0,2007,3500000,4452,0.937156323644933,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"133",4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition","Relic Entertainment","SEGA",10839,2007,1500000,3279,0.944188566784069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade","Relic Entertainment","SEGA",10839,2007,1500000,2716,0.955399061032864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",4700,"Total War: MEDIEVAL II – Definitive Edition","CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux)","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)",0,2006,3500000,9665,0.944367816091954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",4720,"Condemned: Criminal Origins","Monolith","SEGA",10839,2012,350000,1022,0.849043715846995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",4760,"Rome: Total War™ - Collection","CREATIVE ASSEMBLY","SEGA",9754,2007,1500000,7244,0.932839388145316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",4770,"Rome: Total War™ - Alexander","The Creative Assembly","SEGA",9754,2007,750000,200,0.716450216450216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",4780,"Medieval II: Total War™ Kingdoms","The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux)","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)",0,2007,350000,555,0.951219512195122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",4800,"Heroes of Annihilated Empires","GSC Game World","GSC Game World",10839,2006,75000,213,0.849180327868852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",4850,"Cossacks: Back to War","GSC Game World","GSC World Publishing",4329,2010,150000,938,0.883169934640523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",4870,"Cossacks: Art of War","GSC Game World","GSC World Publishing",4329,2011,150000,80,0.82258064516129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",4880,"Cossacks: European Wars","GSC Game World","GSC World Publishing",4329,2011,150000,104,0.720338983050847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",4890,"Cossacks II: Battle for Europe","GSC Game World","GSC World Publishing",4329,2011,150000,108,0.640625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",4900,"Zen of Sudoku","Unknown Worlds Entertainment","Unknown Worlds Entertainment",0,2006,10000,105,0.877697841726619,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"146",4920,"Natural Selection 2","Unknown Worlds Entertainment","Unknown Worlds Entertainment",7584,2012,1500000,6874,0.84822695035461,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"147",6000,"STAR WARS™ Republic Commando™","LucasArts","LucasArts;Lucasfilm;Disney Interactive",7801,2009,1500000,6013,0.944025993206321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",6010,"Indiana Jones® and the Fate of Atlantis™","LucasArts","LucasArts;Lucasfilm;Disney Interactive",5197,2009,150000,566,0.950636942675159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"149",6020,"STAR WARS™ Jedi Knight - Jedi Academy™","Raven Software;Aspyr (Mac)","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive",7801,2009,1500000,5354,0.945128034585966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",6030,"STAR WARS™ Jedi Knight II - Jedi Outcast™","Raven Software;Aspyr (Mac)","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive",7801,2009,1500000,1801,0.90218847699866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",6040,"The Dig®","LucasArts","LucasArts",5197,2009,150000,520,0.912698412698413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"152",6060,"Star Wars: Battlefront 2 (Classic, 2005)","Pandemic Studios","Lucasfilm;LucasArts;Disney Interactive",7801,2009,3500000,26724,0.923196300753785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",6080,"Thrillville®: Off the Rails™","Frontier","LucasArts",7801,2009,35000,234,0.87741935483871,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"154",6090,"Armed and Dangerous®","Planet Moon Studios","LucasArts;Lucasfilm;Disney Interactive",5197,2009,35000,97,0.864661654135338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",6120,"Shank","Klei Entertainment","Klei Entertainment",7801,2010,350000,1522,0.885121457489879,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"156",6200,"Ghost Master®","Sick Puppies","Strategy First",4329,2006,150000,861,0.862068965517241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",6210,"Vegas: Make It Big™","Deepred","Strategy First",4329,2006,35000,58,0.733870967741935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",6220,"FlatOut","Bugbear Entertainment","Strategy First",5414,2007,350000,1791,0.914008321775312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"159",6250,"Making History: The Calm & the Storm","Muzzy Lane","Strategy First",4329,2007,75000,353,0.811287477954145,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",6270,"Ducati World Championship","Artematica Entertainment","Strategy First",4329,2007,35000,-23,0.435028248587571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
